artistID,artistName,birthplace,period,artType
63852803,"Woodner and Ms. Andrea Woodner, Dian, Ms.",1917,1901 to 1925,
50764425,"Romanino, Girolamo",1917,1901 to 1925,
69382156,"Clovio, Giulio",1917,1901 to 1925,
50431586,"Lusieri, Giovanni Battista",1917,1901 to 1925,
94255504,Swabian 15th Century,1917,1901 to 1925,
40320010,Nuremberg 15th Century,1913,1901 to 1925,
69859484,"Allom, Thomas",1913,1901 to 1925,
88258677,"Alma-Tadema, Lawrence, Sir",1916,1901 to 1925,
17472415,"Balfour, Maxwell",1916,1901 to 1925,
92540234,"Bemelmans, Ludwig",1916,1901 to 1925,
78571665,"Brabazon, Hercules Brabazon",1913,1901 to 1925,
57539812,"Burgess, John",1913,1901 to 1925,
13317834,"Burton, Frederic William Sir",1913,1901 to 1925,
73648604,"Caldecott, Randolph",1913,1901 to 1925,
34985295,"Chinnery, George",1914,1901 to 1925,
86399841,"Rebell, Josef",1913,1901 to 1925,
38097461,"Stenzel, Paul",1913,1901 to 1925,
81860949,"Thaw, Benjamin, Mrs.",1917,1901 to 1925,
71849905,"Marcotte d'Argenteuil, Charles-Marie-Jean-Baptist-François",1917,1901 to 1925,
84354589,"Cope, Charles West",1917,1901 to 1925,
22422750,"Danby, Francis",1916,1901 to 1925,
92735198,"Devis, Anthony",1916,1901 to 1925,
99674344,"Du Maurier, George",1911,1901 to 1925,
48178503,"Frost, William Edward",1916,1901 to 1925,
19641433,"Fielding, Thales",1912,1901 to 1925,
85351021,"Gendall, John",1913,1901 to 1925,
60131725,"Gill, Eric",1912,1901 to 1925,
12304872,"Grimm, Samuel Hieronymus",1911,1901 to 1925,
26825721,"Hale, Lilian Westcott",1916,1901 to 1925,
22592104,"Haydon, Benjamin Robert",1912,1901 to 1925,
11449220,"Hayter, George, Sir",1913,1901 to 1925,
45318855,"Hayter, John",1917,1901 to 1925,
13608755,"Hoare, William",1917,1901 to 1925,
43625290,"Hunt, William Henry",1917,1901 to 1925,
84289371,"Keene, Charles Samuel",1921,1901 to 1925,
52446042,"Keene, Henry Eddowes",1910,1901 to 1925,
17662195,"Knight, John Baverstock",1912,1901 to 1925,
34810489,"Legentil, Marie",1912,1901 to 1925,
46536903,"Leighton, Frederic, Lord",1912,1901 to 1925,
19087009,"Leitch, William Leighton",1917,1901 to 1925,
33315269,"Pougin de la Maisonneuve, Elizabeth",1917,1901 to 1925,
92949524,"Pougin de la Maisonneuve, Marcel",1917,1901 to 1925,
84086440,"Lushington, Sarah Grace",1917,1901 to 1925,
75284868,"Marcotte d'Argenteuil, Joseph",1917,1901 to 1925,
74406336,"Mulready, William",1917,1901 to 1925,
93665845,"Nash, John Northcote",1917,1901 to 1925,
26429523,"Marcotte d'Argenteuil, Paule",1917,1901 to 1925,
70896141,"Monro, Thomas, Dr.",1917,1901 to 1925,
38823559,"Payne, Arthur Frederick",1917,1901 to 1925,
76436631,"Payne, William",1916,1901 to 1925,
26035661,"Poynter, Edward John, Sir",1916,1901 to 1925,
51045554,"Prinsep, Valentine Cameron",1916,1901 to 1925,
10473465,"Richmond, George",1916,1901 to 1925,
93777189,"Richmond, William Blake, Sir",1910,1901 to 1925,
81758317,"Seymour, James",1916,1901 to 1925,
13131607,"Shaw, Byam",1916,1901 to 1925,
54778043,"Smirke, Robert",1916,1901 to 1925,
72884000,"Solomon, Simeon",1912,1901 to 1925,
97168388,"Strutt, William",1913,1901 to 1925,
54770577,"Tayler, J. Frederick",1912,1901 to 1925,
79300909,"Tonks, Henry",1916,1901 to 1925,
63259878,"Towne, Francis",1917,1901 to 1925,
95928030,"Turner of Oxford, William",1917,1901 to 1925,
73158552,"Vaughn, Keith",1917,1901 to 1925,
37596448,"Westall, Richard",1917,1901 to 1925,
88514538,"Wood, Christopher",1917,1901 to 1925,
68917421,"Wyatt, Henry",1917,1901 to 1925,
55277403,"Woodforde, Samuel",1917,1901 to 1925,
70782823,"Davie, Alan",1917,1901 to 1925,
90717481,"Art Institute of Chicago, The",1919,1901 to 1925,
52563085,"Smith, Kimber",1917,1901 to 1925,
79723444,"Saura, Antonio",1921,1901 to 1925,
61657683,"Jorn, Asger",1912,1901 to 1925,
90846569,"Riopelle, Jean-Paul",1921,1901 to 1925,
55911897,"Appel, Karel",1912,1901 to 1925,
77299275,"Velde, Bram Van",1912,1901 to 1925,
46286174,Reinhoud,1912,1901 to 1925,
67233906,"Saltzman, Arnold, Mr. and Mrs.",1912,1901 to 1925,
24084153,"Ast, Balthasar van der",1908,1901 to 1925,
77588333,"Bosschaert, Abraham",1906,1901 to 1925,
92799001,"Thielen, Jan Philips van",1884,1876 to 1900,
85863402,"Agrippa, Giovanni Guido",1919 or after,1901 to 1925,
57086940,"Regnier, Pierre",in or after 1919,1901 to 1925,
78491675,Master H.G.,c. 1490,1401 to 1500,
79092503,"Bayr, Hans Jakob",1919,1901 to 1925,
73308341,"Dadler, Sebastian",1919,1901 to 1925,
72665169,"Seidlitz, Johann Georg",1919,1901 to 1925,
37883428,"Coudray, Marie-Alexandre-Lucien",1919,1901 to 1925,
97482295,Urbino district 16th Century,1913,1901 to 1925,
55155584,Faenza 16th Century,1912,1901 to 1925,
45460896,"Malton, Thomas",1913,1901 to 1925,
31345313,Painter of the Three Graces,1913,1901 to 1925,
52001958,"Andreoli, Vincenzo",1913,1901 to 1925,
94341478,"Wetzlar, Hans, Dr.",1913,1901 to 1925,
28569025,Master F.D.,1912,1901 to 1925,
37510042,Galerie Charpentier,1912,1901 to 1925,
84610864,"Budes de Guébriant, Jean, comte",1912,1901 to 1925,
25143711,"Antique, the",1912,1901 to 1925,
46502112,"Jamnitzer II, Hans",1912,1901 to 1925,
23205788,Corcoran Gallery of Art,1910,1901 to 1925,
93324442,"Comairas, Philippe",1910,1901 to 1925,
39970014,"Foucault, Dr.",1912,1901 to 1925,
85555067,"Cuvillon, Louis-Robert de",1912,1901 to 1925,
95062330,"Gaboriaud, Leon Abel",1912,1901 to 1925,
92646615,"White, James",1912,1901 to 1925,
79229764,"Merivale, John Herman",1912,1901 to 1925,
77384192,Merivale family,1910,1901 to 1925,
28482102,"Worsley, 4th Bt., William Arthington, Sir",1913,1901 to 1925,
95217752,"Davis, F.",1910,1901 to 1925,
35437168,"Rosebery, Archibald Philip Primrose, 5th Earl",1910,1901 to 1925,
56292462,"Rosebery, Albert E.H.M.A. Primrose, 6th Earl",1910,1901 to 1925,
81159857,"David, Marguerite-Charlotte",1913,1901 to 1925,
70567921,"Meunier, Laure-Emilie-Félicité, baronne",1910,1901 to 1925,
95410674,"Meunier, Pauline, baronne",1911,1901 to 1925,
64971589,"Bianchi, Mathilde",1913,1901 to 1925,
15416881,Museum of Modern Art,1913,1901 to 1925,
20131540,"Tribolo, Niccolò",1913,1901 to 1925,
47448650,"Murat, Caroline-Pauline-Thérèse, Comptess",1913,1901 to 1925,
65685356,"Wertheimer, Otto",1911,1901 to 1925,
26364370,Philadelphia Museum of Art,1913,1901 to 1925,
50988878,Library of Congress,1913,1901 to 1925,
38304564,"J. Paul Getty Museum, The",1911,1901 to 1925,
35250685,Museum Folkwang Essen,1911,1901 to 1925,
66200068,Los Angeles County Museum of Art,c. 1470/1475,1401 to 1500,
15814996,Yale University Art Gallery,1780s,1776 to 1800,
46890743,"Zompini, Gaetano",1780s,1776 to 1800,
74362813,"Nash, Joseph",1780s,1776 to 1800,
17628297,"Girardin, Emile de",published 1800/1809,1776 to 1800,
39740487,Wallraf-Richartz-Museum & Fondation Corboud,1780s,1776 to 1800,
36363421,"Museum of Fine Arts, Boston",1780s,1776 to 1800,
71008564,"Smyth, Canon Charles Hugh Egerton, Reverend",1780s,1776 to 1800,
16735473,"Maas & Co. Ltd., J.S.",published 1800/1809,1776 to 1800,
15721482,Brooklyn Museum,published 1800/1809,1776 to 1800,
87647157,"Fleury, Renée, vicomtesse",1780s,1776 to 1800,
63379723,"Kainen, Jacob, Mrs.",published 1800/1809,1776 to 1800,
13277957,"Ingram, Bruce Stirling, Sir",1780s,1776 to 1800,
36780181,Bury Street Gallery,1775,1751 to 1775,
96316171,"Jensen, Niels Borch",1775,1751 to 1775,
59603010,Trinity Fine Art Ltd.,1775,1751 to 1775,
69082601,"Schirmer, Johann Wilhelm",1775,1751 to 1775,
19274779,"Stutte, Hans",1775,1751 to 1775,
80457317,"Umbach, Jonas",1775,1751 to 1775,
68218263,"Kornfeld, Eberhard W.",1775,1751 to 1775,
15156924,New Provincetown Print Club,1767,1751 to 1775,
36969588,"True, David",1767,1751 to 1775,
72844770,"Gillespie, Gregory",1767,1751 to 1775,
27813192,"Frank, Mary",1767,1751 to 1775,
39300977,"Morone Mola, Gasparo",1767,1751 to 1775,
61788546,"Hamerani, Giovanni Martino",1767,1751 to 1775,
18691465,"Lucenti, Girolamo",1767,1751 to 1775,
54000772,Augsburg 16th Century,c. 1782,1776 to 1800,
16064517,"Donner, Georg Raphael",c. 1782,1776 to 1800,
97833879,"Soldani Benzi, Massimiliano",c. 1782,1776 to 1800,
35527057,South German 18th Century,c. 1782,1776 to 1800,
90906372,South Netherlandish 16th Century,c. 1782,1776 to 1800,
41646403,"Davenport, Edmund Sharington, Rev.",c. 1782,1776 to 1800,
10904190,"Senior, Betsy",c. 1782,1776 to 1800,
38302522,"Venet, Bernar",c. 1782,1776 to 1800,
35925764,"Rydingsvard, Ursula von",c. 1782,1776 to 1800,
13173739,"Weiner, Lawrence",1768,1751 to 1775,
97845773,"Sultan, Donald",1768,1751 to 1775,
66874115,"Sonneman, Eve",1768,1751 to 1775,
88692841,"Rinke, Klaus",1768,1751 to 1775,
19567031,"McCollum, Allan",1768,1751 to 1775,
37642713,"Marden, Brice",1768,1751 to 1775,
31031687,"Novros, David",c. 1763,1751 to 1775,
19951494,"Oppenheim, Dennis",c. 1763,1751 to 1775,
41705039,"McKee Gallery, David","1761, published 1765",1751 to 1775,
59897396,"Pettibone, Richard","1761, published 1765",1751 to 1775,
38950336,"Pindell, Howardena","1761, published 1765",1751 to 1775,
32908459,"Pistoletto, Michelangelo","1761, published 1765",1751 to 1775,
80999941,"Nonas, Richard","1761, published 1765",1751 to 1775,
71139441,"Mérimée, Prosper","1761, published 1765",1751 to 1775,
76095274,"Carman, Albert",1771,1751 to 1775,
50094699,"Pope, Alexander",1771,1751 to 1775,
20016519,"Sterne, Laurence",1771,1751 to 1775,
49696798,"Leroy, L. Archier",1771,1751 to 1775,
57433904,"Hopwood, 1st baron Southborough, Francis John Stephens",1771,1751 to 1775,
61787216,Sabin Galleries Limited,1771,1751 to 1775,
25867047,Nationalmuseum,1771,1751 to 1775,
70601231,"Adams, Ben Q.",1771,1751 to 1775,
20997266,"Baker, Lynn",1771,1751 to 1775,
78434099,"Brill, Glenn",1635/1640,1601 to 1650,
86019562,"Britko, Stephen",1630,1601 to 1650,
91726333,"Hamilton, Ed",c. 1637,1601 to 1650,
16072845,"Thiel, Frances",c. 1655,1651 to 1700,
46446310,"Westlund, Harry",1628/1630,1601 to 1650,
86676613,"Kaltenbach, Stephen",1630,1601 to 1650,
93273198,"Kawara, On",1630,1601 to 1650,
11239293,"Keister, Steve",c. 1630/1631,1601 to 1650,
81100549,"Kosuth, Joseph",c. 1631,1601 to 1650,
63961627,"Kyle, Hedi",1631,1601 to 1650,
84781588,"Long, Richard",1631,1601 to 1650,
47705439,"Kirili, Alain",1631,1601 to 1650,
69923664,"Cunningham, Merce",1631,1601 to 1650,
93906788,"Darboven, Hanne",1631,1601 to 1650,
18098508,"Denes, Agnes",c. 1629,1601 to 1650,
26648657,"Thomas, Bookseller, Alan G.",1630,1601 to 1650,
31943671,"Fish, Janet",c. 1630,1601 to 1650,
46838599,"Gaines, Charles",1630,1601 to 1650,
37104457,"Goldberg, Michael",c. 1630,1601 to 1650,
93580320,"Graham, Dan",c. 1630,1601 to 1650,
17395031,"Grosvenor, Robert",c. 1630,1601 to 1650,
13180936,"Groth, Jan",1630,1601 to 1650,
74372718,"Hesse, Eva",c. 1630,1601 to 1650,
78017677,"Holland, Tom",c. 1630,1601 to 1650,
39827944,"Huebler, Douglas",1630,1601 to 1650,
51436542,"O'Doherty, Brian",1628,1601 to 1650,
89035217,"Antonakos, Stephen",c. 1630,1601 to 1650,
92159116,Chryssa,1631,1601 to 1650,
27574666,"Campus, Peter",c. 1630,1601 to 1650,
73259367,"Cadere, André",c. 1630,1601 to 1650,
61601489,"Brainard, Joe",c. 1630,1601 to 1650,
18983765,"Bochner, Mel",possibly 1631,1601 to 1650,
10632191,"Bladen, Ronald",c. 1632,1601 to 1650,
94775726,"Beuys, Joseph",1632,1601 to 1650,
54699450,"Berthot, Jake",c. 1632,1601 to 1650,
35493870,"Bartlett, Jennifer",c. 1632,1601 to 1650,
96765116,"Becher, Bernd",c. 1632,1601 to 1650,
78729676,"Baer, Jo",c. 1630,1601 to 1650,
79483737,"Baldessari, John",c. 1631,1601 to 1650,
23684964,"Bark, Jared",c. 1629,1601 to 1650,
39192001,"Craft, Ian, Dr.",1631,1601 to 1650,
65878916,"Witt, Robert, Sir",1631,1601 to 1650,
91233501,"Francisco, Richard",c. 1632,1601 to 1650,
49904818,"Barry, Robert",1633,1601 to 1650,
94844874,"Cruikshank, Isaac",1633,1601 to 1650,
66209930,"Elliott, J. Hawkesley",1634,1601 to 1650,
88291364,"Gemito, Vincenzo",1635,1601 to 1650,
67302421,"Sale, Paris",1635,1601 to 1650,
97315368,"Barnard, John",1635,1601 to 1650,
52932589,"Brown, John Nicholas",1635,1601 to 1650,
37431430,Dunlevy Milbank Foundation,1635,1601 to 1650,
31986267,"Dale, June",c. 1635,1601 to 1650,
22244739,"Thomas, Stephen",1636,1601 to 1650,
97252294,"Anello, Nancy",1638,1601 to 1650,
91531693,"Knyff, Alfred de",c. 1639,1601 to 1650,
84269923,"Cahen, Gustave",c. 1641/1642,1601 to 1650,
35911398,"Stumpf, F.",1640,1601 to 1650,
29077552,"Barbier de Saint Hilaire, Madeleine, Mme.",c. 1641,1601 to 1650,
87651375,"Thénard, Baronne",c. 1640,1601 to 1650,
20734501,"Paton, Jules",1641,1601 to 1650,
64184248,Bernheim-Jeune,1641,1601 to 1650,
34960488,Duz,1641,1601 to 1650,
84075396,"Eynde, Van den",c. 1632,1601 to 1650,
40926528,"Calando, Émile Louis Dominique",1641,1601 to 1650,
22946321,"Winkler, Gottfried",1641,1601 to 1650,
54029343,"Hauth, W.",1641,1601 to 1650,
10406453,"Strölin, Jacqueline",1641,1601 to 1650,
22861679,"Thibaudeau, Alphonse Wyatt",1642,1601 to 1650,
82261527,"Weigel, Rudolph",1652,1651 to 1700,
20044549,"Weigel, J.A.G.",c. 1652,1651 to 1700,
98148653,"Mitchell, William",1651,1651 to 1700,
78610506,"Paris, William Francklyn",1651,1651 to 1700,
10618362,"Hewitt, Frederick C.",1651,1651 to 1700,
17471761,"Fenning, John",1651,1651 to 1700,
75375387,Klotz,c. 1651,1651 to 1700,
97668946,"Blanc, Alexandre",c. 1650,1601 to 1650,
83494029,"Galerie Heinrich Thannhauser, Moderne",c. 1650,1601 to 1650,
80176524,"Bignou, Etienne",1648,1601 to 1650,
25029217,"Johnson Gallery, Chester H.",1648,1601 to 1650,
10991542,Foinard,1648,1601 to 1650,
58001200,"Binant, Louis-Alfred",1648,1601 to 1650,
77354592,"Orosdi, Léon",1648,1601 to 1650,
90612346,Galerie André Weil,c. 1639,1601 to 1650,
98868432,"Day, John Charles Frederick Sigismund, Sir",1648,1601 to 1650,
65531033,Arnold & Tripp,1648,1601 to 1650,
21808947,"Wisselingh & Co., E.J. van",1647,1601 to 1650,
64077282,Neapolitan 17th Century,c. 1647,1601 to 1650,
73305202,"Sheehan Gallery, Susan",c. 1647,1601 to 1650,
61268078,"Assereto, Gioacchino",1646,1601 to 1650,
73946717,"Gund, Agnes, Ms.",c. 1646,1601 to 1650,
87473203,"Shapiro, Daniel",1646,1601 to 1650,
32900046,"Dumas, fils, Alexandre",c. 1645,1601 to 1650,
71499499,"Rochenoire, I. de la",c. 1645,1601 to 1650,
57690735,"Gaillard, Eugène",1645,1601 to 1650,
62894894,"Isbert, Camille-Cornélie",1645,1601 to 1650,
65488817,"Robaut, Alfred",18th century,1651 to 1700,
95734839,"Tesse, Paul",1643,1601 to 1650,
97155249,Breysse,1648,1601 to 1650,
76650165,"Faure, Jean-Baptiste",1659,1651 to 1700,
24128693,Bruneau,1659,1651 to 1700,
40418532,"Duval Le Camus, Jules-Alexandre",1658,1651 to 1700,
65264532,Gellinard,1658,1651 to 1700,
60251233,"Desfossés, Victor",1658,1651 to 1700,
10014075,"Milliken, Edward Fullerton",1657,1651 to 1700,
60155222,Cottier & Co.,c. 1657,1651 to 1700,
85813843,"Lowinsky, Thomas Esmond",c. 1657,1651 to 1700,
10339548,"Kennaway, Charles Edward",1655,1651 to 1700,
56156310,"West, William",1656,1651 to 1700,
73634335,"Jackson, Samuel",1655,1651 to 1700,
49469528,"Seiferheld, Helene C.",1654,1651 to 1700,
14826470,"Sociéte Historique et Littéraire Polonaise, La",c. 1654,1651 to 1700,
96453504,"Varni, Santo",c. 1654,1651 to 1700,
52422578,"Manaud, Frederick",c. 1658,1651 to 1700,
15497963,"Barnes, Albert Coombs",c. 1658,1651 to 1700,
37648942,"Gold, Alfred, Dr.",c. 1652,1651 to 1700,
78876372,"Reid & Lefèvre, Ltd, Alex",c. 1653,1651 to 1700,
35925864,Hodebert,1652,1651 to 1700,
49845710,"Tessier, Louis",1634,1601 to 1650,
83689004,"Sandback, Fred",1639,1601 to 1650,
94069316,"Doria, Armand-François-Paul des Frisches, comte",1658,1651 to 1700,
71047107,"Guasco, Charles",c. 1649,1601 to 1650,
75028450,"Esnault-Pelterie, Mme",1653,1651 to 1700,
36193743,"King, Charles Bird",1636,1601 to 1650,
19007409,"Baldwin, Louisa",c. 1645,1601 to 1650,
84412917,"Baldwin, 1st Earl Baldwin of Bewdley, Stanley",1644,1601 to 1650,
16555505,"Gimpel & Wildenstein, E.",c. 1642,1601 to 1650,
99552698,"Baring, Rupert Mrs.",1642,1601 to 1650,
83237211,"Banks, Henry Nugent",1642,1601 to 1650,
10347634,"Scully, Sean",c. 1642,1601 to 1650,
78425101,"Abakanowicz, Magdalena",1642,1601 to 1650,
47317596,Marian Goodman Gallery,1641,1601 to 1650,
53564852,"Peinture Contemporain, La",c. 1641,1601 to 1650,
18356499,Galerie Georges Bernheim,1641,1601 to 1650,
45089798,"Earle, Thomas",1641,1601 to 1650,
73407088,"Grazda, Ed",1641,1601 to 1650,
42642376,"Kolbe, Carl Wilhelm",1641,1601 to 1650,
90729528,"Marzynski, Sigbert",c. 1642,1601 to 1650,
83515965,"Dexter, Franklin Gordon",1641,1601 to 1650,
58601864,"Sale, Boston",1641,1601 to 1650,
28910092,Clarke,c. 1641,1601 to 1650,
89331105,"Lloyd, James, Dr.",c. 1641,1601 to 1650,
57212739,"Lloyd, James",c. 1639,1601 to 1650,
40381373,"O'Nians, Hal",c. 1639,1601 to 1650,
34991864,"Malcolm, John",1639,1601 to 1650,
61008348,"Gathorne-Hardy, Alfred E.",1639,1601 to 1650,
99152722,"Gathorne-Hardy, Geoffrey",1638,1601 to 1650,
55973501,"Gathorne-Hardy, Robert",possibly 1638,1601 to 1650,
50799242,"Richardson, Jr., Jonathan",c. 1642,1601 to 1650,
98808175,"Jennings, Henry Constantine",1638,1601 to 1650,
69456663,"Knight, Richard Payne",c. 1642,1601 to 1650,
50994705,"Triqueti, Henri-Joseph-François, baron de",c. 1630,1601 to 1650,
21675973,"Christie-Miller, S.V., Major",1658,1651 to 1700,
48753451,"Gardiner, Robert H.",1658,1651 to 1700,
41654082,"Gardiner, Jr., Robert H.",1655,1651 to 1700,
74135303,"Gardiner, William Tudor",1655,1651 to 1700,
85427883,"Zoomer, Jan Pietersz",1655,1651 to 1700,
68504542,"Philipe, Thomas",1655,1651 to 1700,
84553043,"Landor, Walter Savage",1655,1651 to 1700,
51759312,"Highbaugh, Sr., L. LeRoy",1654,1651 to 1700,
79958792,"Highbaugh, Jr., L. LeRoy",1654,1651 to 1700,
64072343,"Hirst, Michael",1654,1651 to 1700,
36315818,"Esdaile, William",c. 1654,1651 to 1700,
54010495,"Campbell, Archibald, Sir",c. 1654,1651 to 1700,
88110023,"Campbell, Ilay, Sir",1654,1651 to 1700,
82131189,"Robertson, Ann Payne",c. 1652,1651 to 1700,
48600914,"Orloff, Alexis, Prince",1652,1651 to 1700,
72345015,"Crocker, W. W.",c. 1651,1651 to 1700,
10603654,"Pollack, Augustus",1651,1651 to 1700,
61221642,"Light & Co., R. M.",1651,1651 to 1700,
86612085,"Weiner, Phillipe",1651,1651 to 1700,
40151603,"Meyer, Albert",1650,1601 to 1650,
81623053,"Strand Archive, Aperture Foundation, Paul",c. 1650,1601 to 1650,
23714450,"Michel-Lévy, Léon",1650,1601 to 1650,
65805209,"Blumenthal, George",1650,1601 to 1650,
69465355,"Javel, Fernand",1648,1601 to 1650,
22767298,"Slatkin Galleries, Inc., Charles E.",1648,1601 to 1650,
74966453,"Simon, Norton",1651,1651 to 1700,
54068509,"Terry, E.",1646,1601 to 1650,
50527382,"Kugel, Jacques",1645,1601 to 1650,
48298864,"Houthakker, Lodewijk",c. 1637,1601 to 1650,
24708756,"Bryson, John",1637,1601 to 1650,
97273002,"Somerville, Stephen",1637,1601 to 1650,
29613444,"Walferdin, H.",1637,1601 to 1650,
45097310,"Heseltine, John Postle",1637,1601 to 1650,
43816216,"Rohan-Chabot, Louis Antoine-August",c. 1637,1601 to 1650,
79417366,"de Jaucourt, Comte",1636,1601 to 1650,
24341036,"Blumenthal, George and Florence",1636,1601 to 1650,
93817478,"Marmontel, M.",c. 1635,1601 to 1650,
85917701,"Ledoux, M.P.",c. 1635,1601 to 1650,
93848228,"Fauchier-Magnan, Adrien",1635,1601 to 1650,
60464200,Guiraud Brothers,1635,1601 to 1650,
95752852,"Straus, Jean",c. 1635,1601 to 1650,
11352129,"Villot, Marie-Joseph-Frédéric",c. 1635,1601 to 1650,
62711971,"Arenberg, A. d', Prince",c. 1635,1601 to 1650,
71640232,"Badham, Charles",,1601 to 1650,
33425886,"Jackson, C. Badham",1635,1601 to 1650,
51914851,"Borenius, Tancred, Dr.",1635,1601 to 1650,
54591493,"Gerstle, Henry, Mrs.",c. 1635,1601 to 1650,
52038530,Hall Establishment,c. 1635,1601 to 1650,
56828791,"Brown, Hector",1634,1601 to 1650,
64720434,Arcade Gallery,1634,1601 to 1650,
32215074,"Cooke, Esq., Francis",1634,1601 to 1650,
27201829,"Chisholm, Hugh",1634,1601 to 1650,
34663840,"Degas, Atelier",1634,1601 to 1650,
79886326,"Wilson, William, Mrs.",c. 1633,1601 to 1650,
67715492,"Sadler, Michael, Sir",1641,1601 to 1650,
32109652,Leicester Galleries,c. 1630,1601 to 1650,
93790388,"Le Bas, Edward",1630,1601 to 1650,
26203607,Galerie Druet,1631,1601 to 1650,
34931523,"Muensterberger, Warner, Dr.",1631,1601 to 1650,
17087732,"Lewis, Robert Q.",1634,1601 to 1650,
81940640,"Decrucq, Charles",1634,1601 to 1650,
12679860,"Delsaut, M.G.",c. 1635/1637,1601 to 1650,
70389357,"Delsaut, Samuel",c. 1635,1601 to 1650,
40736713,Ubbergen,c. 1654,1651 to 1700,
72918405,"Stork, H.S.",1652,1651 to 1700,
70517377,"Maclaine Pont, W.P.",1912,1901 to 1925,
61230578,"Maclaine Pont-Stork, A.W., Mrs.",1910,1901 to 1925,
32790062,"Donna, J.",1911,1901 to 1925,
82842946,"Bremmer, H.P.",1916,1901 to 1925,
57631741,"Kuile-ter Kuile, J.G. ter, Mrs.",1916,1901 to 1925,
93219192,"Seurat, Emile",1910,1901 to 1925,
66447359,"Natanson, Alexandre",1916,1901 to 1925,
91514068,"Bolette Natanson, Galerie",1910,1901 to 1925,
52744525,"Moreux, Jean-Charles",1917,1901 to 1925,
33806828,Saidenberg Gallery,1917,1901 to 1925,
49528994,"Axelrod, George",1917,1901 to 1925,
34674341,"Springell, Francis, Dr.",1917,1901 to 1925,
95502315,"Mahaut, Henri",1911,1901 to 1925,
23602938,"Palmer, Mary Ridgely",1916,1901 to 1925,
26548103,"Lockwood, Luke Vincent",1911,1901 to 1925,
20234155,"Lockwood, Alice Gardner Burnell",1912,1901 to 1925,
51163163,"Guillaume, Paul",1913,1901 to 1925,
63446791,"Chappuis, Adrien",1912,1901 to 1925,
73132376,"Guston, Musa, Estate of",1912,1901 to 1925,
87509116,"Asta, Ferruccio",1911,1901 to 1925,
19117433,"Clemente, Achille de",1917,1901 to 1925,
48696600,"Bateson, William",1912,1901 to 1925,
78887838,"Huart, Philippe",1912,1901 to 1925,
99174784,"Roupell, Robert Prioleau",1910,1901 to 1925,
16329203,"Kessler, Johann Heinrich Hermann, Dr.",1910,1901 to 1925,
71773692,"Birley, Lady",1914,1901 to 1925,
29120321,"Girtin, Thomas Calvert, Dr.",1912,1901 to 1925,
46866629,"Girtin, George W.",1913,1901 to 1925,
22578565,"Girtin, Thomas",1910,1901 to 1925,
52398613,"Girtin, Tom, Mr.",1916,1901 to 1925,
51789031,"Braden, Su",1912,1901 to 1925,
56017925,"Byars, James Lee",1916,1901 to 1925,
43908633,"Petlin, Irving",1921,1901 to 1925,
58791248,"König, Kaspar",1921,1901 to 1925,
12283485,"Levy, Julien",1900,1876 to 1900,
63968858,"Mednick, Sol",c. 1890,1876 to 1900,
44482438,"Reitkopf, Nancy",1890,1876 to 1900,
13214568,"Young, La Monte",1880,1876 to 1900,
20619001,"Zazeela, Marian",,1401 to 1500,
65047435,"Calas, Nicolas",,1876 to 1900,
76382243,"Herscovitz, Marcia",,1876 to 1900,
90591883,"Jacquet, Alain",,1876 to 1900,
60490187,"Johnson, Ray",,1876 to 1900,
90857115,"Lozano, Lee",,1876 to 1900,
84321886,"Oppenheim, Meret",,1876 to 1900,
46301369,"Reavey, George",,1876 to 1900,
98399746,"Trouille, Clovis",,1876 to 1900,
19759877,"Piancastelli, Giovanni",,1876 to 1900,
80976617,"Battan, John",,1876 to 1900,
71307915,"Delacouture, Auguste",,1876 to 1900,
37410232,"Haid, Johannes Jacob",,1876 to 1900,
83890152,"Haid, Johannes Elias",,1876 to 1900,
91391906,Houk Friedman,,1876 to 1900,
96457912,Aftograf,,1876 to 1900,
28080083,"Bryant, William",,1876 to 1900,
35928230,"Higgins, Dick",,1876 to 1900,
91327049,Museo Nacional de Bellas Artes,,1876 to 1900,
60406738,"Martin, Edward Holland",,1876 to 1900,
49327741,"Arnout, Jean-Baptiste",,1876 to 1900,
37688072,"McAuslan, Helen",,1876 to 1900,
29903429,"De Weese, Mr. and Mrs.",,1876 to 1900,
50672347,"Miotti, Tito",,1876 to 1900,
89030462,Asher/Faure Gallery,,1876 to 1900,
72455746,"Benguiat, Vitall and Leopold",c. 1510-1527,1501 to 1550,
11380036,"Bennett, Richard",c. 1515-1520,1501 to 1550,
90425221,"Bennett, William, Sir",c. 1515-1525,1501 to 1550,
82884937,"Bloch, Victor, Dr.",c. 1515-1525,1501 to 1550,
25869729,Bettlick,c. 1515-1525,1501 to 1550,
45600600,"Bing, S.",c. 1515-1525,1501 to 1550,
76234398,"Davies, George R.",c. 1515-1525,1501 to 1550,
26995000,Dreicer & Co.,c. 1515-1525,1501 to 1550,
43062422,"Eumorfopolous, George",c. 1515-1525,1501 to 1550,
16357843,"Garland, James A.",c. 1513-1515,1501 to 1550,
47819119,Gorer,ca. 1500–1534,1401 to 1500,
43981783,"Hastings, Lord",c. 1520-1522,1501 to 1550,
54724761,"Ives, Brayton, General",ca. 1515–25,1501 to 1550,
75524640,"Jaehne, H.A.E.",,1401 to 1500,
95854158,"Kitchener, Lord",1516,1501 to 1550,
